Time,Total Memory,Free Memory,Current JVM Threads,Max JVM Threads,Total Sessions,Max Sessions,Session Average Time,Running Service Threads,Max Running Service Threads,Request Average Time,New Requests,Completed Requests
2025-05-12 05:58:08 UTC,10737418240,4164949640,15996,20616,5,3008,652,5,3986,470,310,308
2025-05-12 05:59:08 UTC,10737418240,8959810136,15992,20616,2,3008,836,2,3986,583,272,275
2025-05-12 06:00:10 UTC,10737418240,6464797432,16006,20616,23,3008,697,22,3986,472,344,324
2025-05-12 06:01:10 UTC,10737418240,3590097272,16138,20616,43,3008,1230,33,3986,1044,1213,1202
2025-05-12 06:02:10 UTC,10737418240,8418151744,16024,20616,4,3008,2821,4,3986,1807,1220,1249
2025-05-12 06:03:10 UTC,10737418240,7027296832,16026,20616,2,3008,565,2,3986,415,332,334
2025-05-12 06:04:10 UTC,10737418240,5815180224,16028,20616,2,3008,1458,2,3986,929,268,268
2025-05-12 06:05:11 UTC,10737418240,8964573552,16025,20616,2,3008,1359,2,3986,874,295,295
2025-05-12 06:06:11 UTC,10737418240,5175979168,16030,20616,9,3008,890,9,3986,635,294,287
2025-05-12 06:07:11 UTC,10737418240,4055520992,16030,20616,2,3008,1766,2,3986,1144,354,361
2025-05-12 06:08:11 UTC,10737418240,8868086472,16032,20616,2,3008,697,2,3986,493,351,351
2025-05-12 06:09:11 UTC,10737418240,7517092784,16028,20616,3,3008,607,3,3986,440,289,288
2025-05-12 06:10:13 UTC,10737418240,4208330576,16027,20616,2,3008,723,3,3986,614,304,304
2025-05-12 06:11:14 UTC,10737418240,6255366824,16028,20616,23,3008,1040,21,3986,667,254,236
2025-05-12 06:12:14 UTC,10737418240,4674515184,16026,20616,2,3008,5126,2,3986,2366,343,362
2025-05-12 06:13:14 UTC,10737418240,3321675576,16031,20616,1,3008,529,1,3986,370,364,365
2025-05-12 06:14:14 UTC,10737418240,8358372192,16025,20616,6,3008,566,5,3986,405,331,327
2025-05-12 06:15:15 UTC,10737418240,4715480752,16025,20616,7,3008,1427,8,3986,929,297,294
2025-05-12 06:16:17 UTC,10737418240,8399716920,16027,20616,38,3008,1407,38,3986,947,301,271
2025-05-12 06:17:17 UTC,10737418240,6054393576,16027,20616,2,3008,9271,3,3986,4869,400,435
2025-05-12 06:18:17 UTC,10737418240,4443452520,16025,20616,4,3008,577,5,3986,410,364,362
2025-05-12 06:19:17 UTC,10737418240,3181579120,16024,20616,3,3008,2078,3,3986,1425,291,293
2025-05-12 06:20:18 UTC,10737418240,5198398544,16023,20616,5,3008,1933,7,3986,1240,315,311
2025-05-12 06:21:19 UTC,10737418240,7259320400,16025,20616,4,3008,889,4,3986,629,328,331
2025-05-12 06:22:19 UTC,10737418240,6322294992,16024,20616,3,3008,788,3,3986,545,324,325
2025-05-12 06:23:19 UTC,10737418240,5150323376,16024,20616,2,3008,1903,2,3986,1315,281,282
2025-05-12 06:24:19 UTC,10737418240,3898545952,16026,20616,2,3008,768,2,3986,535,306,306
2025-05-12 06:25:20 UTC,10737418240,6246882760,16024,20616,11,3008,875,9,3986,586,318,311
2025-05-12 06:26:20 UTC,10737418240,3174053376,16024,20616,26,3008,1446,13,3986,1678,330,326
2025-05-12 06:27:20 UTC,10737418240,2072309296,16030,20616,2,3008,4933,2,3986,1980,360,371
2025-05-12 06:28:20 UTC,10737418240,7080414904,16022,20616,12,3008,631,11,3986,449,315,306
2025-05-12 06:29:20 UTC,10737418240,5843289016,16021,20616,1,3008,1618,2,3986,1084,331,340
2025-05-12 06:30:21 UTC,10737418240,7373420728,16025,20616,3,3008,620,3,3986,439,317,316
2025-05-12 06:31:21 UTC,10737418240,6525699872,16007,20616,31,3008,1510,16,3986,1424,314,301
2025-05-12 06:32:21 UTC,10737418240,5408633056,15995,20616,1,3008,6657,1,3986,3258,294,309
2025-05-12 06:33:22 UTC,10737418240,4368523232,15999,20616,2,3008,1694,3,3986,1104,343,341
2025-05-12 06:34:22 UTC,10737418240,3025188288,15995,20616,4,3008,525,3,3986,378,358,358
2025-05-12 06:35:25 UTC,10737418240,4445877184,15995,20616,6,3008,1300,6,3986,771,339,336
2025-05-12 06:36:25 UTC,10737418240,5731602296,15995,20616,38,3008,1698,20,3986,1369,303,289
2025-05-12 06:37:25 UTC,10737418240,4601539600,16002,20616,3,3008,5759,3,3986,3065,349,366
2025-05-12 06:38:25 UTC,10737418240,3309629256,15996,20616,14,3008,738,13,3986,517,330,320
2025-05-12 06:39:25 UTC,10737418240,2166896816,15996,20616,3,3008,1362,3,3986,949,346,356
2025-05-12 06:40:25 UTC,10737418240,3093603488,15996,20616,30,3008,686,30,3986,477,299,272
2025-05-12 06:41:25 UTC,10737418240,7277977168,16012,20616,57,3008,4081,24,3986,7002,322,328
2025-05-12 06:42:25 UTC,10737418240,6070186376,16014,20616,2,3008,12240,2,3986,3578,388,410
2025-05-12 06:43:25 UTC,10737418240,4845321456,16001,20616,3,3008,942,3,3986,697,361,360
2025-05-12 06:44:25 UTC,10737418240,3581853184,15993,20616,2,3008,659,2,3986,487,355,356
2025-05-12 06:45:26 UTC,10737418240,4015849344,15993,20616,12,3008,582,10,3986,455,341,333
2025-05-12 06:46:26 UTC,10737418240,4725363048,15993,20616,45,3008,1713,31,3986,1329,314,293
2025-05-12 06:47:26 UTC,10737418240,3299619792,15994,20616,5,3008,10000,6,3986,4375,391,416
2025-05-12 06:48:26 UTC,10737418240,1957124792,15993,20616,2,3008,719,2,3986,522,371,375
2025-05-12 06:49:26 UTC,10737418240,9228495576,15999,20616,2,3008,642,2,3986,462,360,360
2025-05-12 06:50:27 UTC,10737418240,9679982608,15999,20616,48,3008,951,36,3986,1138,340,306
2025-05-12 06:51:27 UTC,10737418240,8641805872,16039,20616,3,3008,9818,3,3986,5462,550,583
2025-05-12 06:52:27 UTC,10737418240,8333798272,16037,20616,1,3008,593,1,3986,472,486,488
2025-05-12 06:53:28 UTC,10737418240,8219691848,16003,20616,10,3008,689,9,3986,495,368,360
2025-05-12 06:54:28 UTC,10737418240,8329691336,16014,20616,4,3008,1169,5,3986,816,372,376
2025-05-12 06:55:28 UTC,10737418240,8901149800,16002,20616,10,3008,784,7,3986,664,346,344
2025-05-12 06:56:28 UTC,10737418240,7539271992,16006,20616,57,3008,1671,45,3986,1210,369,331
2025-05-12 06:57:28 UTC,10737418240,5703229800,16001,20616,1,3008,10014,1,3986,5384,438,482
2025-05-12 06:58:28 UTC,10737418240,8851477536,16011,20616,3,3008,520,2,3986,387,359,358
2025-05-12 06:59:28 UTC,10737418240,7556862904,16002,20616,3,3008,1450,3,3986,963,352,351
2025-05-12 07:00:28 UTC,10737418240,8425304720,16019,20616,1,3008,714,1,3986,553,383,385
2025-05-12 07:01:29 UTC,10737418240,8488924928,16014,20616,5,3008,733,6,3986,544,419,414
2025-05-12 07:02:29 UTC,10737418240,7513298312,16008,20616,5,3008,651,5,3986,454,420,421
2025-05-12 07:03:29 UTC,10737418240,6317774040,16004,20616,3,3008,702,4,3986,473,403,404
2025-05-12 07:04:29 UTC,10737418240,5078737888,16003,20616,4,3008,562,4,3986,410,385,385
2025-05-12 07:05:32 UTC,10737418240,5225946696,15999,20616,25,3008,838,24,3986,600,388,368
2025-05-12 07:06:33 UTC,10737418240,7475563048,16019,20616,2,3008,6800,2,3986,3803,436,458
2025-05-12 07:07:33 UTC,10737418240,6276012920,15998,20616,2,3008,657,2,3986,477,381,381
2025-05-12 07:08:33 UTC,10737418240,4961225864,16003,20616,2,3008,638,3,3986,507,374,373
2025-05-12 07:09:33 UTC,10737418240,3722000792,16005,20616,3,3008,560,3,3986,415,392,392
2025-05-12 07:10:33 UTC,10737418240,7739589960,16007,20616,20,3008,660,20,3986,506,349,332
2025-05-12 07:11:33 UTC,10737418240,7419480880,16001,20616,6,3008,9387,7,3986,5192,342,355
2025-05-12 07:12:33 UTC,10737418240,6346313224,15998,20616,4,3008,788,4,3986,574,396,399
2025-05-12 07:13:33 UTC,10737418240,4970854216,16001,20616,14,3008,586,13,3986,413,411,402
2025-05-12 07:14:33 UTC,10737418240,3691869384,16005,20616,4,3008,1371,4,3986,880,424,433
2025-05-12 07:15:34 UTC,10737418240,3753189400,15998,20616,15,3008,873,14,3986,610,354,344
2025-05-12 07:16:34 UTC,10737418240,3192381632,15996,20616,62,3008,1678,48,3986,1305,346,312
2025-05-12 07:17:34 UTC,10737418240,7702362192,15999,20616,4,3008,10563,4,3986,5344,419,463
2025-05-12 07:18:34 UTC,10737418240,6483942496,15995,20616,2,3008,594,2,3986,444,375,377
2025-05-12 07:19:34 UTC,10737418240,5195493568,15996,20616,3,3008,1608,3,3986,1057,389,388
2025-05-12 07:20:34 UTC,10737418240,5153935712,15996,20616,17,3008,780,14,3986,547,335,324
2025-05-12 07:21:34 UTC,10737418240,4692219712,15990,20616,56,3008,2641,56,3986,1172,326,284
2025-05-12 07:22:34 UTC,10737418240,6367194768,15996,20616,3,3008,12835,3,3986,7297,474,527
2025-05-12 07:23:34 UTC,10737418240,5108570840,15996,20616,2,3008,667,2,3986,498,369,370
2025-05-12 07:24:34 UTC,10737418240,3887269864,15995,20616,3,3008,618,3,3986,454,367,366
2025-05-12 07:25:36 UTC,10737418240,5592851192,15991,20616,31,3008,739,29,3986,531,375,349
2025-05-12 07:26:36 UTC,10737418240,5991222744,15992,20616,72,3008,2953,39,3986,4779,403,393
2025-05-12 07:27:36 UTC,10737418240,4419968664,15984,20616,4,3008,9165,4,3986,2723,465,500
2025-05-12 07:28:36 UTC,10737418240,3091906912,15983,20616,1,3008,1396,1,3986,912,408,411
2025-05-12 07:29:36 UTC,10737418240,8023053888,15993,20616,1,3008,513,1,3986,375,451,451
2025-05-12 07:30:36 UTC,10737418240,7775299840,15985,20616,34,3008,807,33,3986,562,340,308
2025-05-12 07:31:36 UTC,10737418240,7207099696,15985,20616,57,3008,3856,30,3986,5068,355,358
2025-05-12 07:32:36 UTC,10737418240,6060325424,15985,20616,2,3008,8980,2,3986,2548,458,486
2025-05-12 07:33:36 UTC,10737418240,4791043568,15989,20616,22,3008,682,21,3986,479,392,373
2025-05-12 07:34:36 UTC,10737418240,3474379120,15991,20616,6,3008,3783,6,3986,1592,458,473
2025-05-12 07:35:37 UTC,10737418240,5476363144,15984,20616,32,3008,840,30,3986,555,399,375
2025-05-12 07:36:37 UTC,10737418240,5160563720,15988,20616,60,3008,4789,27,3986,6501,366,369
2025-05-12 07:37:37 UTC,10737418240,9436606616,15990,20616,1,3008,11954,1,3986,3566,408,434
2025-05-12 07:38:37 UTC,10737418240,8353781936,15990,20616,3,3008,522,3,3986,385,382,380
2025-05-12 07:39:37 UTC,10737418240,7129867352,15982,20616,3,3008,668,3,3986,478,441,441
2025-05-12 07:40:37 UTC,10737418240,6652711848,15981,20616,40,3008,788,39,3986,527,391,355
2025-05-12 07:41:37 UTC,10737418240,3357256432,15982,20616,78,3008,3303,45,3986,6042,392,386
2025-05-12 07:42:37 UTC,10737418240,8233052328,15988,20616,3,3008,10660,2,3986,3617,496,539
2025-05-12 07:43:38 UTC,10737418240,7003741936,15981,20616,2,3008,672,2,3986,465,419,419
2025-05-12 07:44:38 UTC,10737418240,5730959344,16004,20616,2,3008,1326,2,3986,850,419,419
2025-05-12 07:45:38 UTC,10737418240,5028400872,15986,20616,22,3008,843,20,3986,587,429,411
2025-05-12 07:46:38 UTC,10737418240,4975651472,15982,20616,65,3008,1196,47,3986,985,459,432
2025-05-12 07:47:38 UTC,10737418240,9059849016,15982,20616,1,3008,9881,1,3986,4355,491,537
2025-05-12 07:48:39 UTC,10737418240,7805610416,15981,20616,4,3008,588,4,3986,408,462,459
2025-05-12 07:49:39 UTC,10737418240,6446383400,15977,20616,3,3008,627,3,3986,442,478,479
2025-05-12 07:50:39 UTC,10737418240,8758577776,15996,20616,44,3008,696,43,3986,507,416,376
2025-05-12 07:51:39 UTC,10737418240,8665183656,16025,20616,4,3008,7344,4,3986,3835,589,628
2025-05-12 07:52:39 UTC,10737418240,7189380712,16019,20616,3,3008,424,3,3986,342,604,605
2025-05-12 07:53:39 UTC,10737418240,5798703256,16015,20616,3,3008,652,4,3986,479,424,423
2025-05-12 07:54:39 UTC,10737418240,4429274472,16005,20616,1,3008,1371,1,3986,914,422,425
2025-05-12 07:55:39 UTC,10737418240,3321881504,16005,20616,31,3008,763,28,3986,500,365,338
2025-05-12 07:56:39 UTC,10737418240,3632841136,16003,20616,58,3008,4793,22,3986,4783,393,399
2025-05-12 07:57:39 UTC,10737418240,8274539472,15995,20616,2,3008,7155,2,3986,1739,524,544
2025-05-12 07:58:39 UTC,10737418240,7245018224,15999,20616,23,3008,553,21,3986,387,460,441
2025-05-12 07:59:39 UTC,10737418240,6022396776,15993,20616,3,3008,4036,4,3986,1920,518,535
2025-05-12 08:00:39 UTC,10737418240,5582628872,16018,20616,52,3008,854,49,3986,614,486,441
2025-05-12 08:01:39 UTC,10737418240,4460394496,16083,20616,96,3008,1966,64,3986,3349,874,859
2025-05-12 08:02:39 UTC,10737418240,8363056488,16001,20616,3,3008,16580,3,3986,6304,523,584
2025-05-12 08:03:39 UTC,10737418240,7008718816,15994,20616,2,3008,595,3,3986,429,475,475
2025-05-12 08:04:39 UTC,10737418240,5653754120,15996,20616,37,3008,563,35,3986,400,495,463
2025-05-12 08:05:41 UTC,10737418240,4993981920,15996,20616,79,3008,6785,46,3986,3471,464,453
2025-05-12 08:06:41 UTC,10737418240,2769450624,16002,20616,1,3008,15696,2,3986,6400,514,558
2025-05-12 08:07:41 UTC,10737418240,8001987776,16000,20616,4,3008,486,4,3986,387,504,502
2025-05-12 08:08:41 UTC,10737418240,6828487120,15994,20616,1,3008,339,2,3986,285,586,588
2025-05-12 08:09:42 UTC,10737418240,5464729280,15996,20616,2,3008,507,2,3986,407,494,494
2025-05-12 08:10:42 UTC,10737418240,8424649360,16006,20616,47,3008,821,45,3986,558,425,382
2025-05-12 08:11:42 UTC,10737418240,8251343200,16000,20616,109,3008,2689,73,3986,4187,517,489
2025-05-12 08:12:42 UTC,10737418240,6072452904,16008,20616,3,3008,14686,3,3986,6022,547,617
2025-05-12 08:13:42 UTC,10737418240,4759903152,16014,20616,34,3008,814,12,3986,1088,492,483
2025-05-12 08:14:42 UTC,10737418240,3242559872,16003,20616,4,3008,3349,4,3986,1152,547,555
2025-05-12 08:15:43 UTC,10737418240,7416391816,16117,20616,93,3008,1180,95,3986,783,715,624
2025-05-12 08:16:43 UTC,10737418240,7100145776,16017,20616,115,3008,2896,84,3986,4152,634,645
2025-05-12 08:17:43 UTC,10737418240,5226852912,15999,20616,3,3008,17760,3,3986,8592,612,693
2025-05-12 08:18:43 UTC,10737418240,3905004016,15998,20616,43,3008,764,22,3986,856,478,459
2025-05-12 08:19:43 UTC,10737418240,2556516768,16006,20616,2,3008,4112,2,3986,1808,488,508
2025-05-12 08:20:43 UTC,10737418240,7877305424,16012,20616,64,3008,1743,49,3986,1360,430,381
2025-05-12 08:21:43 UTC,10737418240,6659303672,15998,20616,129,3008,4378,97,3986,5743,543,495
2025-05-12 08:22:43 UTC,10737418240,4827071304,15989,20616,137,3008,14540,46,3986,10182,637,688
2025-05-12 08:23:44 UTC,10737418240,8136061200,15985,20616,2,3008,22742,3,3986,3897,512,555
2025-05-12 08:24:44 UTC,10737418240,6721406528,15993,20616,49,3008,581,28,3986,800,529,504
2025-05-12 08:25:44 UTC,10737418240,7991280048,16010,20616,99,3008,4005,65,3986,2302,517,480
2025-05-12 08:26:44 UTC,10737418240,2342248424,15994,20616,3,3008,19250,3,3986,8923,513,575
2025-05-12 08:27:45 UTC,10737418240,7427913808,16002,20616,28,3008,533,27,3986,389,568,544
2025-05-12 08:28:45 UTC,10737418240,5808442728,16014,20616,8,3008,7983,8,3986,3268,583,602
2025-05-12 08:29:45 UTC,10737418240,4474223528,15986,20616,5,3008,556,6,3986,421,593,595
2025-05-12 08:30:45 UTC,10737418240,2897402352,16008,20616,45,3008,850,43,3986,611,432,395
2025-05-12 08:31:45 UTC,10737418240,2738254688,15990,20616,86,3008,3899,52,3986,5406,512,503
2025-05-12 08:32:45 UTC,10737418240,6947691776,15999,20616,3,3008,11713,3,3986,3904,674,723
2025-05-12 08:33:45 UTC,10737418240,5665837712,15984,20616,3,3008,590,3,3986,416,449,449
2025-05-12 08:34:45 UTC,10737418240,4385329168,16001,20616,50,3008,829,29,3986,833,488,462
2025-05-12 08:35:47 UTC,10737418240,7462791824,15993,20616,116,3008,1518,84,3986,2806,516,461
2025-05-12 08:36:47 UTC,10737418240,6517105472,16007,20616,95,3008,13285,28,3986,10126,611,667
2025-05-12 08:37:48 UTC,10737418240,4882184456,15996,20616,3,3008,17997,3,3986,1711,502,527
2025-05-12 08:38:48 UTC,10737418240,3365574216,15992,20616,47,3008,780,26,3986,908,467,444
2025-05-12 08:39:48 UTC,10737418240,1860859432,15988,20616,4,3008,3725,5,3986,1511,573,594
2025-05-12 08:40:48 UTC,10737418240,9519436096,15990,20616,64,3008,1588,47,3986,1160,455,413
2025-05-12 08:41:48 UTC,10737418240,3633042752,15995,20616,102,3008,3561,68,3986,5541,537,516
2025-05-12 08:42:49 UTC,10737418240,7852908880,15997,20616,4,3008,15194,3,3986,5021,591,656
2025-05-12 08:43:49 UTC,10737418240,6291239848,15989,20616,2,3008,1232,2,3986,820,556,557
2025-05-12 08:44:49 UTC,10737418240,4867312800,15988,20616,3,3008,428,3,3986,324,594,593
2025-05-12 08:45:49 UTC,10737418240,7861087208,15987,20616,58,3008,920,57,3986,656,422,368
2025-05-12 08:46:50 UTC,10737418240,8250241704,16005,20616,73,3008,9032,20,3986,6386,595,632
2025-05-12 08:47:51 UTC,10737418240,6053873888,15981,20616,2,3008,9838,2,3986,2835,530,548
2025-05-12 08:48:51 UTC,10737418240,4457783792,15975,20616,47,3008,548,26,3986,657,543,519
2025-05-12 08:49:51 UTC,10737418240,9205809520,15978,20616,5,3008,3716,5,3986,1708,556,577
2025-05-12 08:50:52 UTC,10737418240,6022888312,16008,20616,59,3008,1313,46,3986,908,552,511
2025-05-12 08:51:52 UTC,10737418240,7208540448,16002,20616,79,3008,7981,26,3986,5494,617,637
2025-05-12 08:52:52 UTC,10737418240,8406479040,15986,20616,3,3008,6218,4,3986,1994,698,720
2025-05-12 08:53:52 UTC,10737418240,6730199416,16006,20616,56,3008,661,34,3986,806,565,535
2025-05-12 08:54:52 UTC,10737418240,5158209272,15994,20616,2,3008,3395,3,3986,1409,588,619
2025-05-12 08:55:52 UTC,10737418240,7577080200,15996,20616,43,3008,652,43,3986,436,437,397
2025-05-12 08:56:52 UTC,10737418240,4435247744,15982,20616,3,3008,10665,3,3986,5135,505,545
2025-05-12 08:57:52 UTC,10737418240,2958116976,15983,20616,2,3008,562,3,3986,401,464,464
2025-05-12 08:58:53 UTC,10737418240,7544786096,15977,20616,46,3008,681,24,3986,893,525,504
2025-05-12 08:59:53 UTC,10737418240,6078107328,15976,20616,6,3008,3467,7,3986,1252,520,537
2025-05-12 09:00:53 UTC,10737418240,8837304928,15972,20616,42,3008,1148,41,3986,823,405,371
2025-05-12 09:01:54 UTC,10737418240,5018176224,15977,20616,3,3008,11697,3,3986,6022,512,550
2025-05-12 09:02:54 UTC,10737418240,8348283032,15980,20616,23,3008,527,23,3986,404,495,475
2025-05-12 09:03:54 UTC,10737418240,7040624416,15977,20616,4,3008,1400,3,3986,967,477,496
2025-05-12 09:04:54 UTC,10737418240,5675438184,15972,20616,5,3008,684,6,3986,506,477,474
2025-05-12 09:05:56 UTC,10737418240,8233650072,15970,20616,59,3008,1386,44,3986,884,428,390
2025-05-12 09:06:56 UTC,10737418240,4527259088,15972,20616,70,3008,10173,15,3986,7280,528,557
2025-05-12 09:07:56 UTC,10737418240,2927875240,15969,20616,5,3008,9250,6,3986,1210,462,471
2025-05-12 09:08:56 UTC,10737418240,7875896184,15973,20616,5,3008,546,5,3986,400,520,521
2025-05-12 09:09:58 UTC,10737418240,6210286656,15989,20616,54,3008,722,33,3986,693,683,655
2025-05-12 09:10:58 UTC,10737418240,8284830728,15981,20616,7,3008,4949,7,3986,2080,566,592
2025-05-12 09:11:58 UTC,10737418240,5768845616,15973,20616,5,3008,740,5,3986,503,645,647
2025-05-12 09:14:43 UTC,10737418240,8191383368,15891,20616,128,3008,1629,132,3986,1532,502,374
